MN_ID,MaterialName,ShortName,MNDate,MNMDate,MN_Status,LastEditDate,ExpDays,ShortCode,ProductCode,LID,Margin,SetZero,GSTID,GSTValue,GSTIDTemp,GSTValueTemp,RECENTCOSTPRICE,RECENTSALESPRICE,DiscountStatus,MRP
1161,dettol soap og Rs.63,dettol soap og Rs.63,2022-03-16 18:04:00,2022-03-16 18:04:00,A,2022-11-11 15:50:20.620,NULL,,1161,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,63.00
1162,dettol soap skincare Rs.38,ரூ.38 டெட்டல் ஸஂகினஂ கேரஂ சோப்,2022-03-16 18:06:00,2022-03-16 18:06:00,A,2024-09-17 19:21:08.563,NULL,,1162,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,38.00
1163,dettol soap skincare Rs.63,ரூ.63 டெட்டல் ஸஂகினஂ கேரஂ சோப்,2022-03-16 18:09:00,2022-03-16 18:09:00,A,2023-12-15 13:32:44.757,NULL,,1163,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,63.00
1164,marie gold Rs.10 dazon,marie gold Rs.10 dazon,2022-03-16 18:38:00,2022-03-16 18:38:00,A,2022-04-05 09:05:13.670,NULL,,1164,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,120.00
1165,pasta,பாஸ்தா,2022-03-16 18:51:00,2022-03-16 18:51:00,A,2022-03-16 18:53:25.840,NULL,,1165,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,50.00
1166,pasta spiral,pasta spiral,2022-03-16 19:01:00,2022-03-16 19:01:00,A,2022-03-16 19:00:37.823,0.00,None,1166,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,0.00
1167,pasta spiral 500g,500g ஸ்பைரல் பாஸ்தா,2022-03-16 19:02:00,2022-03-16 19:02:00,A,2023-12-08 16:28:39.233,NULL,,1167,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,53.00
1168,sangu pasta,sangu pasta,2022-03-16 19:06:00,2022-03-16 19:06:00,A,2022-03-16 19:05:50.340,0.00,None,1168,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,0.00
1169,sangu pasta 500g,500g சங்கு பாஸ்தா,2022-03-16 19:06:00,2022-03-16 19:06:00,A,2022-03-16 19:09:17.260,NULL,,1169,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,50.00
1170,karthika seekkai Rs.10,karthika seekkai Rs.10,2022-03-16 19:58:00,2022-03-16 19:58:00,A,2022-03-16 19:57:39.957,0.00,None,1170,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,0.00
1171,karthika seekkaipowder Rs.10,Rs.10 கார்த்திகா சீயக்காய்,2022-03-16 19:59:00,2022-03-16 19:59:00,A,2026-01-27 18:16:51.670,NULL,,1171,0,0.00,0,2,5.00,0,0.00,8.64,9.50,1,10.00
1172,levista coffee 100g+50g pkt,100g+50g pkt லிவிஸ்டா coffe,2022-03-16 20:11:00,2022-03-16 20:11:00,A,2023-12-07 15:45:40.940,NULL,,1172,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,170.00
1173,levista coffee 100g(1,levista coffee 100g(1,2022-03-16 20:16:00,2022-03-16 20:16:00,A,2022-03-16 20:16:25.013,0.00,None,1173,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,0.00
1174,levista coffee 100g(1+1)strong,லிவிஸ்டா காபி 100g(1+1)strong,2022-03-16 20:17:00,2022-03-16 20:17:00,A,2023-12-07 15:45:20.300,NULL,,1174,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,175.00
1175,levista coffee 50g1+1 strong,levista coffee 50g1+1jar strong,2022-03-16 20:19:00,2022-03-16 20:19:00,A,2022-04-21 17:17:07.910,NULL,,1175,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,95.00
1176,levista coffee 50g premium,levista coffee 50g premium,2022-03-16 20:20:00,2022-03-16 20:20:00,A,2022-04-02 11:03:55.343,NULL,,1176,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,75.00
1177,levista coffee 100g jar(1+1)strong,levista coffee 100g jar(1+1)strong,2022-03-16 20:25:00,2022-03-16 20:25:00,A,2022-03-16 20:26:04.600,NULL,,1177,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,175.00
1178,levista coffee 200g filter(pkt),லிவிஸ்டா காபி 200g filter(pkt),2022-03-16 20:28:00,2022-03-16 20:28:00,A,2023-12-07 15:45:14.020,NULL,,1178,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,90.00
1179,levista coffee 200g filter60%(pkt),லிவிஸ்டா காபி 200g filter60%(pkt),2022-03-16 20:32:00,2022-03-16 20:32:00,A,2023-12-07 15:45:00.460,NULL,,1179,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,75.00
1180,levista coffee 500g filter,லிவிஸ்டா காபி 500g filter,2022-03-16 20:34:00,2022-03-16 20:34:00,A,2023-12-07 15:44:52.277,NULL,,1180,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,215.00
1181,levista coffee 100g+50g jar premium,லிவிஸ்டா காபி 100g+50g jar premium,2022-03-16 20:36:00,2022-03-16 20:36:00,A,2023-12-07 15:44:46.673,NULL,,1181,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,185.00
1182,ravai suns Rs.15,ravai suns Rs.15,2022-03-16 20:37:00,2022-03-16 20:37:00,A,2022-03-16 20:36:31.937,0.00,None,1182,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,0.00
1183,semiya suns Rs.15,Rs.15சேமியா சன்ஸ்,2022-03-16 20:38:00,2022-03-16 20:38:00,A,2022-10-25 16:46:39.603,NULL,,1183,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,15.00
1184,levista coffee 100gstrong,levista coffee 100gstrong,2022-03-16 20:39:00,2022-03-16 20:39:00,A,2022-03-16 20:39:08.193,0.00,None,1184,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,0.00
1185,levista coffee 100g+50g strong,லிவிஸ்டா காபி 100g+50g strong,2022-03-16 20:40:00,2022-03-16 20:40:00,A,2023-12-07 15:45:05.943,NULL,,1185,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,175.00
1186,levista coffee 50(1,levista coffee 50(1,2022-03-16 20:40:00,2022-03-16 20:40:00,A,2022-03-16 20:40:21.300,0.00,None,1186,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,0.00
1187,levista coffee 50g(1,levista coffee 50g(1,2022-03-16 20:41:00,2022-03-16 20:41:00,A,2022-03-16 20:40:36.910,0.00,None,1187,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,0.00
1188,levista coffee 50g pkt(1+1)strong,லிவிஸ்டா காபி 50g pkt(1+1)strong,2022-03-16 20:42:00,2022-03-16 20:42:00,A,2023-12-07 15:44:40.357,NULL,,1188,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,85.00
1189,levista coffee Rs.5,Rs.5 லிவிஸ்டா காபி தூள் சரம்,2022-03-16 20:45:00,2022-03-16 20:45:00,A,2026-01-08 12:48:58.783,NULL,,1189,0,0.00,0,0,0.00,0,0.00,53.03,55.00,1,60.00
1190,levista coffee 1.2kg e.strong,1.2kg levista coffee e.strong,2022-03-16 20:49:00,2022-03-16 20:49:00,A,2022-09-05 11:05:54.727,NULL,,1190,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,650.00
1191,chik shampoo(s&p)80ml,chik shampoo(s&p)80ml,2022-03-17 09:55:00,2022-03-17 09:55:00,A,2022-05-10 17:16:05.177,NULL,,1191,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,45.00
1192,iodex 16g,Rs.88 Iodex 16g,2022-03-17 10:15:00,2022-03-17 10:15:00,A,2025-09-24 19:41:29.700,NULL,,1192,0,0.00,0,0,0.00,0,0.00,69.50,75.00,1,80.00
1193,iodex Rs.10,iodex Rs.10,2022-03-17 10:22:00,2022-03-17 10:22:00,A,2024-01-08 11:12:51.147,NULL,,1193,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,10.00
1194,iodex Rs.10 saram,iodex Rs.10 saram,2022-03-17 10:24:00,2022-03-17 10:24:00,A,2022-12-12 18:21:09.537,NULL,,1194,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,120.00
1195,moove cream Rs.50,moove cream Rs.50,2022-03-17 10:29:00,2022-03-17 10:29:00,A,2023-06-21 17:28:07.607,NULL,,1195,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,50.00
1196,moove cream Rs.75,moove cream Rs.75,2022-03-17 10:30:00,2022-03-17 10:30:00,A,2025-09-24 11:23:01.140,NULL,,1196,0,0.00,0,0,0.00,0,0.00,66.96,72.00,1,75.00
1197,moove spray,moove spray,2022-03-17 10:31:00,2022-03-17 10:31:00,A,2022-03-17 10:31:07.170,0.00,None,1197,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,0.00
1198,moove spray Rs.75,moove spray Rs.75,2022-03-17 10:31:00,2022-03-17 10:31:00,A,2024-07-03 14:13:23.720,NULL,,1198,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,75.00
1199,moove spray Rs.199,moove spray Rs.199,2022-03-17 10:32:00,2022-03-17 10:32:00,A,2022-03-24 12:14:19.970,NULL,,1199,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,199.00
1200,mahima sine powder 50g,mahima sine powder 50g,2022-03-17 10:46:00,2022-03-17 10:46:00,A,2022-03-17 10:46:50.097,NULL,,1200,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,15.00
1201,saarai paruppu,சாரை பருப்பு,2022-03-17 10:49:00,2022-03-17 10:49:00,A,2026-01-29 21:28:18.160,NULL,,1201,0,0.00,0,0,0.00,0,0.00,1603.00,2350.00,1,0.00
1202,water cup paper ,water cup paper ,2022-03-17 10:59:00,2022-03-17 10:59:00,A,2022-03-17 10:59:08.000,0.00,None,1202,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,0.00
1203,water cup paper 210ml ,210ml அட்டை கப் சரம்,2022-03-17 11:00:00,2022-03-17 11:00:00,A,2024-10-27 20:07:14.717,NULL,,1203,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,0.00
1204,water cup paper 250ml ,250ml அட்டை கப் சரம்,2022-03-17 11:02:00,2022-03-17 11:02:00,A,2026-01-29 19:54:54.980,NULL,,1204,0,0.00,0,0,0.00,0,0.00,47.00,58.00,1,0.00
1205,tea cup 150ml,150ml டீ கப்,2022-03-17 11:06:00,2022-03-17 11:06:00,A,2026-01-29 21:28:18.167,NULL,,1205,0,0.00,0,0,0.00,0,0.00,33.00,40.00,1,0.00
1206,polo,polo,2022-03-17 11:13:00,2022-03-17 11:13:00,A,2022-03-17 11:12:46.593,0.00,None,1206,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,0.00
1207,polo 345g Rs.250,polo 345g Rs.250,2022-03-17 11:16:00,2022-03-17 11:16:00,A,2022-03-17 11:16:31.313,NULL,,1207,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,250.00
1208,polo 600g Rs.200,polo 600g Rs.200,2022-03-17 11:18:00,2022-03-17 11:18:00,A,2022-03-17 11:18:08.260,0.00,None,1208,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,0.00
1209,polo 600g Rs.200 Jar,polo 600g Rs.200 Jar,2022-03-17 11:19:00,2022-03-17 11:19:00,A,2022-03-17 11:18:53.307,NULL,,1209,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,200.00
1210,brinji ilai,பிரிஞ்சி இலை,2022-03-17 11:20:00,2022-03-17 11:20:00,A,2026-01-29 21:28:18.160,NULL,,1210,0,0.00,0,0,0.00,0,0.00,112.00,190.00,1,0.00
1211,polo 2ps jar,polo 2ps jar,2022-03-17 11:30:00,2022-03-17 11:30:00,A,2023-12-10 17:11:20.397,NULL,,1211,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,200.00
1212,polo 345g Rs.5ps.pkt,polo 345g Rs.5ps.pkt,2022-03-17 11:31:00,2022-03-17 11:31:00,A,2023-12-10 17:11:14.390,NULL,,1212,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,115.00
1213,murukku Rs.10 ,Rs.10 முறுக்கு Pkt,2022-03-17 11:32:00,2022-03-17 11:32:00,A,2026-01-26 10:56:03.393,NULL,,1213,0,0.00,0,0,0.00,0,0.00,80.00,85.00,1,100.00
1214,mixture Rs.5 ,mixture Rs.5 ,2022-03-17 11:34:00,2022-03-17 11:34:00,A,2022-03-17 11:34:04.583,0.00,None,1214,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,0.00
1215,michar Rs.5 ,Rs.5 மிச்சர் பண்டல்,2022-03-17 11:36:00,2022-03-17 11:36:00,A,2022-04-17 11:05:33.733,NULL,,1215,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,80.00
1216,michar Rs.6,Rs.6 மிச்சர்,2022-03-17 11:36:00,2022-03-17 11:36:00,A,2022-04-08 10:21:58.393,NULL,,1216,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,80.00
1217,poori Rs.6,poori Rs.6,2022-03-17 11:40:00,2022-03-17 11:40:00,A,2022-03-17 11:40:27.630,0.00,None,1217,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,0.00
1218,badham,பாதாம் பருப்பு,2022-03-17 11:41:00,2022-03-17 11:41:00,A,2026-01-29 18:48:13.700,NULL,,1218,0,0.00,0,0,0.00,0,0.00,842.00,940.00,1,0.00
1219,pori Rs.6,pori Rs.6,2022-03-17 11:42:00,2022-03-17 11:42:00,A,2022-03-17 11:41:35.790,0.00,None,1219,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,0.00
1220,pori michar Rs.6,Rs.6 பொறி மிச்சர்,2022-03-17 12:09:00,2022-03-17 12:09:00,A,2022-05-18 10:12:22.157,NULL,,1220,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,80.00
1221,michar Rs.10,Rs.10 மிச்சர்,2022-03-17 12:11:00,2022-03-17 12:11:00,A,2022-09-19 19:28:14.940,NULL,,1221,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,100.00
1222,michar 1kg ,1kg மிச்சர்,2022-03-17 12:19:00,2022-03-17 12:19:00,A,2022-04-27 12:06:05.543,NULL,,1222,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,135.00
1223,michar 350g ,350g மிச்சர்,2022-03-17 12:20:00,2022-03-17 12:20:00,A,2026-01-28 21:03:58.037,NULL,,1223,0,0.00,0,0,0.00,0,0.00,50.00,60.00,1,0.00
1224,himalaya shampoo Rs.3,Rs.3 ஹிமாலயா சாம்பு ,2022-03-17 12:27:00,2022-03-17 12:27:00,A,2023-04-27 12:46:59.300,NULL,,1224,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,3.00
1225,himalaya shampoo Rs.3 saram,Rs.3 himalaya shampoo saram,2022-03-17 12:28:00,2022-03-17 12:28:00,A,2023-03-13 15:30:48.620,NULL,,1225,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,48.00
1226,DD I.cream combo 1,DD I.cream combo 1,2022-03-17 12:42:00,2022-03-17 12:42:00,A,2023-02-25 13:55:04.053,NULL,,1226,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,120.00
1227,DD S.cone vanila 65ml,DD S.cone vanila 65ml,2022-03-17 12:50:00,2022-03-17 12:50:00,A,2022-12-03 10:36:23.200,NULL,,1227,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,15.00
1228,kal paasi,கல்பாசி,2022-03-17 12:53:00,2022-03-17 12:53:00,A,2026-01-29 20:03:39.337,NULL,,1228,0,0.00,0,0,0.00,0,0.00,463.00,720.00,1,0.00
1229,DD S.cone orange,DD S.cone orange,2022-03-17 12:53:00,2022-03-17 12:53:00,A,2022-12-03 10:36:30.740,NULL,,1229,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,15.00
1230,DD S.cone choco 65ml ,DD S.cone choco 65ml ,2022-03-17 12:54:00,2022-03-17 12:54:00,A,2022-12-03 10:28:02.550,NULL,,1230,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,25.00
1231,annachi poo,அன்னாச்சி பூ,2022-03-17 12:57:00,2022-03-17 12:57:00,A,2026-01-29 21:28:18.157,NULL,,1231,0,0.00,0,0,0.00,0,0.00,531.50,880.00,1,0.00
1232,DD S.cone arabin65ml,DD S.cone arabin65ml,2022-03-17 12:59:00,2022-03-17 12:59:00,A,2022-12-03 10:29:01.823,NULL,,1232,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,20.00
1233,DD S.cone butterscotch 65ml,DD S.cone butterscotch 65ml,2022-03-17 13:01:00,2022-03-17 13:01:00,A,2022-12-03 10:28:13.360,NULL,,1233,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,25.00
1234,DD S.cone black 100ml,DD S.cone black 100ml,2022-03-17 13:03:00,2022-03-17 13:03:00,A,2022-03-17 13:03:14.750,NULL,,1234,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,35.00
1235,DD S.cone choco 100ml,DD S.cone choco 100ml,2022-03-17 13:04:00,2022-03-17 13:04:00,A,2022-03-17 13:04:22.370,NULL,,1235,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,35.00
1236,kalar powder,kalar powder,2022-03-17 13:05:00,2022-03-17 13:05:00,A,2022-03-17 13:04:48.970,NULL,,1236,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,0.00
1237,DD S.cone straberry 100ml,DD S.cone straberry 100ml,2022-03-17 13:05:00,2022-03-17 13:05:00,A,2022-03-17 13:05:08.843,NULL,,1237,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,35.00
1238,DD S.cone fruitpunch 100ml ,DD S.cone fruitpunch 100ml ,2022-03-17 13:06:00,2022-03-17 13:06:00,A,2022-03-17 13:06:02.090,NULL,,1238,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,50.00
1239,DD cone.blackcurrent 120ml,DD cone.blackcurrent 120ml,2022-03-17 13:07:00,2022-03-17 13:07:00,A,2022-03-17 13:06:54.760,NULL,,1239,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,35.00
1240,DD cone.strawberry 120ml,DD cone.strawberry 120ml,2022-03-17 13:07:00,2022-03-17 13:07:00,A,2022-03-17 13:07:33.673,NULL,,1240,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,30.00
1241,DD S.cone strawberry 100ml,DD S.cone strawberry 100ml,2022-03-17 13:08:00,2022-03-17 13:08:00,A,2022-03-17 13:08:05.840,NULL,,1241,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,35.00
1242,DD L.cone.blackcurrent 120ml,DD L.cone.blackcurrent 120ml,2022-03-17 13:08:00,2022-03-17 13:08:00,A,2022-12-03 10:27:16.353,NULL,,1242,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,35.00
1243,DD L.cone strawberry 120ml,DD L.cone strawberry 120ml,2022-03-17 13:09:00,2022-03-17 13:09:00,A,2022-12-03 10:27:48.090,NULL,,1243,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,30.00
1244,DD L.cone buttersc 120ml,DD L.cone buttersc 120ml,2022-03-17 13:10:00,2022-03-17 13:10:00,A,2022-12-03 10:27:32.970,NULL,,1244,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,35.00
1245,DD L.cone choco 120ml,DD L.cone choco 120ml,2022-03-17 13:10:00,2022-03-17 13:10:00,A,2022-12-03 10:27:40.460,NULL,,1245,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,35.00
1246,DD Ball vanilla 100ml,DD Ball vanilla 100ml,2022-03-17 13:11:00,2022-03-17 13:11:00,A,2022-12-03 10:28:22.557,NULL,,1246,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,25.00
1247,DD casatta premium 120ml,DD casatta premium 120ml,2022-03-17 13:12:00,2022-03-17 13:12:00,A,2022-12-03 10:26:25.013,NULL,,1247,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,50.00
1248,DD choco bar 60ml ,DD choco bar 60ml ,2022-03-17 13:13:00,2022-03-17 13:13:00,A,2022-12-03 10:29:10.910,NULL,,1248,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,20.00
1249,DD mini choco bar 35ml,DD mini choco bar 35ml,2022-03-17 13:14:00,2022-03-17 13:14:00,A,2022-12-03 10:36:55.057,NULL,,1249,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,10.00
1250,DD triple bar 70ml,DD triple bar 70ml,2022-03-17 13:15:00,2022-03-17 13:15:00,A,2022-12-03 10:26:12.720,NULL,,1250,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,30.00
1251,DD nutty bar 65ml,DD nutty bar 65ml,2022-03-17 13:15:00,2022-03-17 13:15:00,A,2022-12-03 10:28:41.370,NULL,,1251,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,25.00
1252,mittaiye powder,மிட்டாய் பவுடர்,2022-03-17 13:16:00,2022-03-17 13:16:00,A,2022-05-06 12:20:08.780,NULL,,1252,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,3.00
1253,DD matka kulfi 100ml ,DD matka kulfi 100ml ,2022-03-17 13:17:00,2022-03-17 13:17:00,A,2022-12-03 10:26:32.687,NULL,,1253,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,50.00
1254,DD vanilla milky 50ml,DD vanilla milky 50ml,2022-03-17 13:17:00,2022-03-17 13:17:00,A,2022-12-03 10:29:20.900,NULL,,1254,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,20.00
1255,DD pineapple milky 50ml,DD pineapple milky 50ml,2022-03-17 13:18:00,2022-03-17 13:18:00,A,2022-12-03 10:26:05.357,NULL,,1255,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,25.00
1256,DD pista kulfi 50ml,DD pista kulfi 50ml,2022-03-17 13:19:00,2022-03-17 13:19:00,A,2022-12-03 10:28:33.403,NULL,,1256,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,25.00
1257,milkybar Rs.10ps 1box,Rs.10மில்கிபார் பாக்ஸ்,2022-03-17 13:24:00,2022-03-17 13:24:00,A,2022-12-07 20:03:57.093,NULL,,1257,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,240.00
1258,DD S.cup vanilla 60ml,DD S.cup vanilla 60ml,2022-03-17 13:25:00,2022-03-17 13:25:00,A,2022-12-03 10:25:56.687,NULL,,1258,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,10.00
1259,DD S.cup straw 60ml,DD S.cup straw 60ml,2022-03-17 13:26:00,2022-03-17 13:26:00,A,2022-12-03 10:36:46.717,NULL,,1259,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,10.00
1260,DD S.cup buttersc 60ml,DD S.cup buttersc 60ml,2022-03-17 13:30:00,2022-03-17 13:30:00,A,2022-12-03 10:36:38.627,NULL,,1260,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,15.00
1261,DD Blackcurrent 500ml,DD Blackcurrent 500ml,2022-03-17 13:31:00,2022-03-17 13:31:00,A,2022-12-03 10:24:52.760,NULL,,1261,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,140.00
1262,DD Butterscotch 500ml,DD Butterscotch 500ml,2022-03-17 13:32:00,2022-03-17 13:32:00,A,2022-12-03 10:25:00.317,NULL,,1262,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,140.00
1263,DD Strawberry 500ml,DD Strawberry 500ml,2022-03-17 13:33:00,2022-03-17 13:33:00,A,2022-12-03 10:25:08.560,NULL,,1263,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,130.00
1264,DD vanilla 500ml,DD vanilla 500ml,2022-03-17 13:34:00,2022-03-17 13:34:00,A,2022-12-03 10:25:19.243,NULL,,1264,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,120.00
1265,DD Spinno vanilla 80ml,DD Spinno vanilla 80ml,2022-03-17 13:37:00,2022-03-17 13:37:00,A,2022-12-03 10:36:05.617,NULL,,1265,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,20.00
1266,DD Spinno fruitreat 80ml ,DD Spinno fruitreat 80ml ,2022-03-17 13:38:00,2022-03-17 13:38:00,A,2022-12-03 10:28:52.383,NULL,,1266,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,20.00
1267,DD alphonoso mango 60ml,DD alphonoso mango 60ml,2022-03-17 13:39:00,2022-03-17 13:39:00,A,2022-12-03 10:36:13.733,NULL,,1267,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,20.00
1268,DD kwikie sundae 125ml,DD kwikie sundae 125ml,2022-03-17 13:39:00,2022-03-17 13:39:00,A,2022-12-03 10:26:40.757,NULL,,1268,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,40.00
1269,DD ovalcup rajbhog 100ml,DD ovalcup rajbhog 100ml,2022-03-17 13:40:00,2022-03-17 13:40:00,A,2022-12-03 10:22:15.727,NULL,,1269,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,60.00
1270,meelmaker (sinnathu),மீள்மேக்கர் சின்னது(20kg),2022-03-17 13:41:00,2022-03-17 13:41:00,A,2026-01-29 20:26:14.313,NULL,,1270,0,0.00,0,0,0.00,0,0.00,78.02,95.00,1,0.00
1271,DD Buy1get1 (vanilla 700ml),DD Buy1get1 (vanilla 700ml),2022-03-17 13:42:00,2022-03-17 13:42:00,A,2022-12-03 10:24:41.160,NULL,,1271,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,190.00
1272,DD Buy1get1 (buttersc 700ml),DD Buy1get1 (buttersc 700ml),2022-03-17 13:43:00,2022-03-17 13:43:00,A,2022-12-03 10:24:33.533,NULL,,1272,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,250.00
1273,manjal thool Rs.5 saram ,Rs.5 மஞ்சள் தூள் சரம்,2022-03-17 14:48:00,2022-03-17 14:48:00,A,2022-12-06 14:17:07.987,NULL,,1273,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,50.00
1274,peedi kanesh bundal,கனேஷ் பீடி பண்டல்,2022-03-17 14:55:00,2022-03-17 14:55:00,A,2022-03-27 16:03:52.130,NULL,,1274,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,275.00
1275,sunnambu 1bai,1பை சுண்ணாம்பு,2022-03-17 14:58:00,2022-03-17 14:58:00,A,2026-01-29 21:13:53.320,NULL,,1275,0,0.00,0,0,0.00,0,0.00,7.50,9.00,1,12.00
1276,kannan (lime pickle) 1saram,க.லெமன் ஊறுகாய் ரூ.2 சரம்,2022-03-17 15:03:00,2022-03-17 15:03:00,A,2024-01-22 08:17:05.177,NULL,,1276,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,16.00
1277,manjal thool Rs.10 saram ,Rs.10மஞ்சள் தூள்saram ,2022-03-17 15:07:00,2022-03-17 15:07:00,A,2022-12-06 14:17:07.987,NULL,,1277,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,100.00
1278,kannan (mixture pickle) 1saram,க.மிக்சர்.ஊறுகாய் ரூ.2 சரம்,2022-03-17 15:09:00,2022-03-17 15:09:00,A,2024-01-22 08:16:50.777,NULL,,1278,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,16.00
1279,kannan (tomato pickle) 1saram,க.த.ஊறுகாய் ரூ.2 சரம்,2022-03-17 15:10:00,2022-03-17 15:10:00,A,2024-01-22 08:16:40.783,NULL,,1279,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,16.00
1280,sivappu Rs.3,Rs.3 சிவப்பு,2022-03-17 15:12:00,2022-03-17 15:12:00,A,2024-04-22 15:46:38.670,NULL,,1280,0,0.00,0,0,0.00,0,0.00,0.00,0.00,1,3.00
